Source,Label,Target,Source_Node_Type,Target_Node_Type,Relation
Tanda_Stokeworth,Season(s),Season_5,Person,Season,SeenOrMentioned
Tanda_Stokeworth,Mentioned in,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Tanda_Stokeworth,Allegiance,House_Stokeworth,Person,House,Allegiance
Tanda_Stokeworth,Spouse,Stokeworth_(Lord),Person,Person,Spouse
Tanda_Stokeworth,Children,Falyse_Stokeworth,Person,Person,Children
Tanda_Stokeworth,Children,Lollys_Stokeworth,Person,Person,Children
Greenstone,Location,Estermont,Location,Location,Location
Greenstone,Location,The_Stormlands,Location,Location,Location
Greenstone,Rulers,House_Estermont,Location,House,Rulers
Greenstone,Religion,Faith_of_the_Seven,Location,Organization,Religion
Stokeworth_(Lord),Season(s),Season_4,Person,Season,SeenOrMentioned
Stokeworth_(Lord),Mentioned in,Mockingbird,Person,Episode,SeenOrMentioned
Stokeworth_(Lord),Origin,Castle_Stokeworth,Person,Location,AssociatedLocation
Stokeworth_(Lord),Allegiance,House_Stokeworth,Person,House,Allegiance
Stokeworth_(Lord),Spouse,Tanda_Stokeworth,Person,Person,Spouse
Stokeworth_(Lord),Children,Falyse_Stokeworth,Person,Person,Children
Stokeworth_(Lord),Children,Lollys_Stokeworth,Person,Person,Children
House_Tarwick,Lord,Garibald_Tarwick,House,Person,Lord
The_Sack_of_King%27s_Landing,Season(s),Season_1,HistoriesNLore,Season,SeenOrMentioned
The_Sack_of_King%27s_Landing,Narrated by,Robert_Baratheon,HistoriesNLore,Person,Narratedby
The_Sack_of_King%27s_Landing,Narrated by,Viserys_Targaryen,HistoriesNLore,Person,Narratedby
The_Sack_of_King%27s_Landing,Narrated by,Luwin,HistoriesNLore,Person,Narratedby
The_Sack_of_King%27s_Landing,Narrated by,Tywin_Lannister,HistoriesNLore,Person,Narratedby
Tommard_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Tommard_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Tommard_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Tommard_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Tommard_Karstark,Culture,Northmen,Person,PersonType,Culture
Tommard_Karstark,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Tommard_Karstark,Father,Beric_Karstark,Person,Person,Father
Tommard_Karstark,Mother,Mara_Karstark,Person,Person,Mother
Tommard_Karstark,Spouse,Regan_Karstark,Person,Person,Spouse
Tommard_Karstark,Children,Berrican_Karstark,Person,Person,Children
Tommard_Karstark,Children,Petyr_Karstark,Person,Person,Children
Tommard_Karstark,Children,Jon_Karstark,Person,Person,Children
Tommard_Karstark,Children,Laurence_Karstark,Person,Person,Children
Wex,Season(s),Season_2,Person,Season,SeenOrMentioned
Wex,Mentioned in,Valar_Morghulis,Person,Episode,SeenOrMentioned
Wex,Death,Ramsay_Bolton,Person,Person,Death
Wex,Origin,Iron_Islands,Person,Location,AssociatedLocation
Wex,Allegiance,House_Greyjoy,Person,House,Allegiance
Wex,Culture,Ironborn,Person,PersonType,Culture
Wex,Religion,Drowned_God,Person,Organization,Religion
Hallyne,Season(s),Season_2,Person,Season,SeenOrMentioned
Hallyne,First seen,The_Ghost_of_Harrenhal,Person,Episode,SeenOrMentioned
Hallyne,Origin,King%27s_Landing,Person,Location,AssociatedLocation
Hallyne,Allegiance,Alchemists%27_Guild,Person,Organization,Allegiance
Hallyne,Allegiance,Iron_Throne,Person,Organization,Allegiance
Hallyne,Allegiance,House_Targaryen,Person,House,Allegiance
Rylene_Florent,Season(s),Season_3,Person,Season,SeenOrMentioned
Rylene_Florent,Mentioned in,Mhysa,Person,Episode,SeenOrMentioned
Rylene_Florent,Origin,King%27s_Landing,Person,Location,AssociatedLocation
Rylene_Florent,Allegiance,House_Florent,Person,House,Allegiance
Royal_Steward,Season(s),Season_1,Person,Season,SeenOrMentioned
Royal_Steward,First seen,Lord_Snow,Person,Episode,SeenOrMentioned
Royal_Steward,Last seen,The_Pointy_End,Person,Episode,SeenOrMentioned
Royal_Steward,Allegiance,House_Baratheon_of_King%27s_Landing,Person,House,Allegiance
Anya_Waynwood,Season(s),Season_4,Person,Season,SeenOrMentioned
Anya_Waynwood,Appeared in,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Anya_Waynwood,Origin,Ironoaks,Person,Location,AssociatedLocation
Anya_Waynwood,Allegiance,House_Waynwood,Person,House,Allegiance
Anya_Waynwood,Allegiance,House_Arryn,Person,House,Allegiance
Anya_Waynwood,Children,Donnel_Waynwood,Person,Person,Children
Cley_Cerwyn,Season(s),Season_6,Person,Season,SeenOrMentioned
Cley_Cerwyn,Appeared in,The_Winds_of_Winter,Person,Episode,SeenOrMentioned
Cley_Cerwyn,Mentioned in,High_Sparrow_(episode),Person,Episode,SeenOrMentioned
Cley_Cerwyn,Origin,Castle_Cerwyn,Person,Location,AssociatedLocation
Cley_Cerwyn,Allegiance,House_Cerwyn,Person,House,Allegiance
Cley_Cerwyn,Allegiance,House_Stark,Person,House,Allegiance
Cley_Cerwyn,Predecessor,Medger_Cerwyn,Person,Person,Predecessor
Cley_Cerwyn,Culture,Northmen,Person,PersonType,Culture
Cley_Cerwyn,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Cley_Cerwyn,Father,Medger_Cerwyn,Person,Person,Father
Waldra_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Waldra_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Waldra_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Waldra_Frey,Allegiance,House_Frey,Person,House,Allegiance
Waldra_Frey,Father,Walder_Frey,Person,Person,Father
Waldra_Frey,Siblings,Stevron_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Lothar_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Olyvar_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Roslin_Tully,Person,Person,Siblings
Waldra_Frey,Siblings,Waldron_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Arwaya_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Walda_Frey_(The_Rains_of_Castamere),Person,Person,Siblings
Waldra_Frey,Siblings,Derwa_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Shirei_Frey,Person,Person,Siblings
Waldra_Frey,Siblings,Walder_Rivers,Person,Person,Siblings
Waldra_Frey,Siblings,Ryger_Rivers,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Season(s),Season_3,Person,Season,SeenOrMentioned
Walda_Frey_(The_Rains_of_Castamere),Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Walda_Frey_(The_Rains_of_Castamere),Origin,The_Twins,Person,Location,AssociatedLocation
Walda_Frey_(The_Rains_of_Castamere),Allegiance,House_Frey,Person,House,Allegiance
Walda_Frey_(The_Rains_of_Castamere),Father,Walder_Frey,Person,Person,Father
Walda_Frey_(The_Rains_of_Castamere),Siblings,Stevron_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Lothar_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Olyvar_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Roslin_Tully,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Waldron_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Arwaya_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Derwa_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Waldra_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Shirei_Frey,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Walder_Rivers,Person,Person,Siblings
Walda_Frey_(The_Rains_of_Castamere),Siblings,Ryger_Rivers,Person,Person,Siblings
Serra_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Serra_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Serra_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Serra_Frey,Allegiance,House_Frey,Person,House,Allegiance
Serra_Frey,Siblings,Sarra_Frey,Person,Person,Siblings
Gyles_Rosby,Season(s),Season_1,Person,Season,SeenOrMentioned
Gyles_Rosby,Last seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Gyles_Rosby,Origin,Rosby,Person,Location,AssociatedLocation
Gyles_Rosby,Allegiance,House_Rosby,Person,House,Allegiance
Gyles_Rosby,Allegiance,House_Lannister,Person,House,Allegiance
Gyles_Rosby,Allegiance,House_Baratheon_of_King%27s_Landing,Person,House,Allegiance
Gyles_Rosby,Culture,Andals,Person,PersonType,Culture
Sarra_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Sarra_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Sarra_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Sarra_Frey,Allegiance,House_Frey,Person,House,Allegiance
Sarra_Frey,Siblings,Serra_Frey,Person,Person,Siblings
Shirei_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Shirei_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Shirei_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Shirei_Frey,Allegiance,House_Frey,Person,House,Allegiance
Shirei_Frey,Father,Walder_Frey,Person,Person,Father
Shirei_Frey,Siblings,Stevron_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Lothar_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Olyvar_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Roslin_Tully,Person,Person,Siblings
Shirei_Frey,Siblings,Waldron_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Arwaya_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Walda_Frey_(The_Rains_of_Castamere),Person,Person,Siblings
Shirei_Frey,Siblings,Derwa_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Waldra_Frey,Person,Person,Siblings
Shirei_Frey,Siblings,Walder_Rivers,Person,Person,Siblings
Shirei_Frey,Siblings,Ryger_Rivers,Person,Person,Siblings
Neyela_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Neyela_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Neyela_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Neyela_Frey,Allegiance,House_Frey,Person,House,Allegiance
Janeya_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Janeya_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Janeya_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Janeya_Frey,Allegiance,House_Frey,Person,House,Allegiance
Freya_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Freya_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Freya_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Freya_Frey,Allegiance,House_Frey,Person,House,Allegiance
Derwa_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Derwa_Frey,Appeared in,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Derwa_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Derwa_Frey,Allegiance,House_Frey,Person,House,Allegiance
Derwa_Frey,Father,Walder_Frey,Person,Person,Father
Derwa_Frey,Siblings,Stevron_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Lothar_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Olyvar_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Roslin_Tully,Person,Person,Siblings
Derwa_Frey,Siblings,Waldron_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Arwaya_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Walda_Frey_(The_Rains_of_Castamere),Person,Person,Siblings
Derwa_Frey,Siblings,Waldra_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Shirei_Frey,Person,Person,Siblings
Derwa_Frey,Siblings,Walder_Rivers,Person,Person,Siblings
Derwa_Frey,Siblings,Ryger_Rivers,Person,Person,Siblings
Frey_(founder),Mentioned in,House_Frey_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Frey_(founder),Allegiance,House_Frey,Person,House,Allegiance
Lord_of_Riverrun,Location,The_Riverlands,Location,Location,Location
Lord_of_Riverrun,Rulers,House_Tully,Location,House,Rulers
Lord_of_Riverrun,Rulers,House_Frey,Location,House,Rulers
Lord_of_Riverrun,Religion,Faith_of_the_Seven,Location,Organization,Religion
Merry_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Merry_Frey,Season(s),Season_6,Person,Season,SeenOrMentioned
Merry_Frey,First seen,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Merry_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Merry_Frey,Allegiance,House_Frey,Person,House,Allegiance
Marianne_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Marianne_Frey,Season(s),Season_6,Person,Season,SeenOrMentioned
Marianne_Frey,First seen,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Marianne_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Marianne_Frey,Allegiance,House_Frey,Person,House,Allegiance
Arwaya_Frey,Season(s),Season_1,Person,Season,SeenOrMentioned
Arwaya_Frey,Season(s),Season_3,Person,Season,SeenOrMentioned
Arwaya_Frey,First seen,Baelor,Person,Episode,SeenOrMentioned
Arwaya_Frey,Last seen,The_Rains_of_Castamere_(episode),Person,Episode,SeenOrMentioned
Arwaya_Frey,Origin,The_Twins,Person,Location,AssociatedLocation
Arwaya_Frey,Allegiance,House_Frey,Person,House,Allegiance
Arwaya_Frey,Father,Walder_Frey,Person,Person,Father
Arwaya_Frey,Siblings,Stevron_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Lothar_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Olyvar_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Roslin_Tully,Person,Person,Siblings
Arwaya_Frey,Siblings,Waldron_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Walda_Frey_(The_Rains_of_Castamere),Person,Person,Siblings
Arwaya_Frey,Siblings,Derwa_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Waldra_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Shirei_Frey,Person,Person,Siblings
Arwaya_Frey,Siblings,Walder_Rivers,Person,Person,Siblings
Arwaya_Frey,Siblings,Ryger_Rivers,Person,Person,Siblings
Dwarf_5,Season(s),Season_4,Person,Season,SeenOrMentioned
Dwarf_5,Appeared in,The_Lion_and_the_Rose,Person,Episode,SeenOrMentioned
Dwarf_4,Season(s),Season_4,Person,Season,SeenOrMentioned
Dwarf_4,Appeared in,The_Lion_and_the_Rose,Person,Episode,SeenOrMentioned
Dwarf_3,Season(s),Season_4,Person,Season,SeenOrMentioned
Dwarf_3,Appeared in,The_Lion_and_the_Rose,Person,Episode,SeenOrMentioned
Frances,Season(s),Season_6,Person,Season,SeenOrMentioned
Frances,Season(s),Season_7,Person,Season,SeenOrMentioned
Frances,Allegiance,Varys,Person,Person,Allegiance
Frances,Allegiance,Qyburn,Person,Person,Allegiance
Donnel_Waynwood,Season(s),Season_4,Person,Season,SeenOrMentioned
Donnel_Waynwood,First seen,First_of_His_Name,Person,Episode,SeenOrMentioned
Donnel_Waynwood,Origin,Ironoaks,Person,Location,AssociatedLocation
Donnel_Waynwood,Allegiance,House_Waynwood,Person,House,Allegiance
Donnel_Waynwood,Allegiance,House_Arryn,Person,House,Allegiance
Donnel_Waynwood,Mother,Anya_Waynwood,Person,Person,Mother
Jonquil,Season(s),Season_2,Person,Season,SeenOrMentioned
Jonquil,Mentioned in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Jonquil,Lovers,Florian,Person,Person,Lovers
Dwarf_2,Season(s),Season_4,Person,Season,SeenOrMentioned
Dwarf_2,Appeared in,The_Lion_and_the_Rose,Person,Episode,SeenOrMentioned
Riverlands_traveller,Season(s),Season_3,Person,Season,SeenOrMentioned
Riverlands_traveller,Appeared in,"Dark_Wings,_Dark_Words",Person,Episode,SeenOrMentioned
Massacre_in_the_Red_Keep,Place,Red_Keep,Event,Location,Place
Massacre_in_the_Red_Keep,Place,King%27s_Landing,Event,Location,Place
Massacre_in_the_Red_Keep,Place,The_Crownlands,Event,Location,Place
Massacre_in_the_Red_Keep,Outcome,House_Stark,Event,House,Outcome
Massacre_in_the_Red_Keep,Outcome,Sansa_Stark,Event,Person,Outcome
Massacre_in_the_Red_Keep,Outcome,Arya_Stark,Event,Person,Outcome
Massacre_in_the_Red_Keep,Outcome,Joffrey_Baratheon,Event,Person,Outcome
Massacre_in_the_Red_Keep,Outcome,Robb_Stark,Event,Person,Outcome
Assassination_of_Jon_Arryn,Place,Red_Keep,Event,Location,Place
Assassination_of_Jon_Arryn,Place,King%27s_Landing,Event,Location,Place
Assassination_of_Jon_Arryn,Outcome,Lysa_Arryn,Event,Person,Outcome
Assassination_of_Jon_Arryn,Outcome,Robin_Arryn,Event,Person,Outcome
Assassination_of_Jon_Arryn,Outcome,The_Eyrie,Event,Location,Outcome
Assassination_of_Jon_Arryn,Outcome,Eddard_Stark,Event,Person,Outcome
Assassination_of_Jon_Arryn,Outcome,House_Stark,Event,House,Outcome
Assassination_of_Jon_Arryn,Outcome,House_Lannister,Event,House,Outcome
Leo_Lefford,Season(s),Season_1,Person,Season,SeenOrMentioned
Leo_Lefford,First seen,Baelor,Person,Episode,SeenOrMentioned
Leo_Lefford,Last seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Leo_Lefford,Origin,Golden_Tooth,Person,Location,AssociatedLocation
Leo_Lefford,Allegiance,House_Lefford,Person,House,Allegiance
Leo_Lefford,Allegiance,House_Lannister,Person,House,Allegiance
Leo_Lefford,Religion,Faith_of_the_Seven,Person,Organization,Religion
Nymeria_(direwolf),Season(s),Season_1,Animal,Season,SeenOrMentioned
Nymeria_(direwolf),Season(s),Season_7,Animal,Season,SeenOrMentioned
Nymeria_(direwolf),First seen,Winter_Is_Coming,Animal,Episode,SeenOrMentioned
Nymeria_(direwolf),Last seen,Stormborn,Animal,Episode,SeenOrMentioned
Nymeria_(direwolf),Allegiance,Arya_Stark,Animal,Person,Allegiance
Battle_of_the_Green_Fork,Conflict,War_of_the_Five_Kings,Event,Event,Conflict
Battle_of_the_Green_Fork,Place,The_Riverlands,Event,Location,Place
Battle_of_the_Green_Fork,Outcome,House_Lannister,Event,House,Outcome
Battle_of_the_Green_Fork,Outcome,House_Stark,Event,House,Outcome
Alys_Karstark,Season(s),Season_7,Person,Season,SeenOrMentioned
Alys_Karstark,Season(s),Season_8,Person,Season,SeenOrMentioned
Alys_Karstark,First seen,Dragonstone_(episode),Person,Episode,SeenOrMentioned
Alys_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Alys_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Alys_Karstark,Allegiance,House_Stark,Person,House,Allegiance
Alys_Karstark,Predecessor,Harald_Karstark,Person,Person,Predecessor
Alys_Karstark,Culture,Northmen,Person,PersonType,Culture
Alys_Karstark,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Alys_Karstark,Father,Harald_Karstark,Person,Person,Father
Harald_Karstark,Season(s),Season_6,Person,Season,SeenOrMentioned
Harald_Karstark,First seen,Home,Person,Episode,SeenOrMentioned
Harald_Karstark,Last seen,Battle_of_the_Bastards,Person,Event,SeenOrMentioned
Harald_Karstark,Death,Winterfell,Person,Location,Death
Harald_Karstark,Death,Battle_of_the_Bastards,Person,Event,Death
Harald_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Harald_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Harald_Karstark,Allegiance,House_Bolton,Person,House,Allegiance
Harald_Karstark,Allegiance,House_Stark,Person,House,Allegiance
Harald_Karstark,Predecessor,Rickard_Karstark,Person,Person,Predecessor
Harald_Karstark,Successor,Alys_Karstark,Person,Person,Successor
Harald_Karstark,Culture,Northmen,Person,PersonType,Culture
Harald_Karstark,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Harald_Karstark,Father,Rickard_Karstark,Person,Person,Father
Harald_Karstark,Children,Alys_Karstark,Person,Person,Children
Harald_Karstark,Siblings,Harrion_Karstark,Person,Person,Siblings
Harald_Karstark,Siblings,Torrhen_Karstark,Person,Person,Siblings
Lady,Season(s),Season_1,Animal,Season,SeenOrMentioned
Lady,First seen,Winter_Is_Coming,Animal,Episode,SeenOrMentioned
Lady,Last seen,The_Kingsroad,Animal,Episode,SeenOrMentioned
Lady,Death,Inn_at_the_Crossroads,Animal,Location,Death
Lady,Death,Eddard_Stark,Animal,Person,Death
Lady,Death,Cersei_Lannister,Animal,Person,Death
Lady,Death,Nymeria_(direwolf),Animal,Animal,Death
Lady,Death shown in episode,The_Kingsroad,Animal,Episode,SeenOrMentioned
Lady,Allegiance,Sansa_Stark,Animal,Person,Allegiance
